capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexClientInfo|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexClientInfo.title|{}title[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::ClientInfo::title	rust.value:131	c-header:codex_agent_client_info_value_title_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authorizationUrlsAndClientInfoPreserveValuesAndRejectCanonicalInvalidInputs[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexClientInfo|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexClientInfo.version|{}version[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::ClientInfo::version	rust.value:132	c-header:codex_agent_client_info_value_version_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authorizationUrlsAndClientInfoPreserveValuesAndRejectCanonicalInvalidInputs[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConnectors|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConnectors.list|list(kotlin.Boolean){}[0]|return=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!|suspend=true|parameters=[REGULAR:kotlin/Boolean!!:default=true:vararg=false]	codex_agent::CodexConnectors::list	rust.service:006	c-header:codex_agent_connectors_list,c-header:codex_agent_operation_connector_at,c-header:codex_agent_operation_connectors_count,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendCatalogOperationsTest#connectorsListPreservesOrderAndDuplicates[macosArm64],rust-analyzer-service:006	async-success,collection-immutability-ordering,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConnectors|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConnectors.isAvailable|{}isAvailable[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::CodexConnectors::is_available	rust.service:007	c-header:codex_agent_connectors_is_available,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCServiceHandlesTest#availabilityReflectsEveryRuntimeFeatureAndPreservesFailureSentinels[macosArm64],rust-analyzer-service:007	parent-child-ownership,repeated-close-dispose,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversations|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversations.delete|delete(io.github.codex_agent_labs.codexagent.agent.ConversationId){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId!!:default=false:vararg=false]	codex_agent::CodexConversations::delete	rust.conversation:000	c-header:codex_agent_conversations_delete,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#catalogOperationsPreserveOrderDuplicatesOwnedResultsAndCopiedInputs[macosArm64],rust-analyzer-conversation:000	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversations|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversations.list|list(){}[0]|return=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConversationSummary!!>!!|suspend=true|parameters=[]	codex_agent::CodexConversations::list	rust.conversation:001	c-header:codex_agent_conversations_list,c-header:codex_agent_operation_conversation_summaries_count,c-header:codex_agent_operation_conversation_summary_at,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#catalogOperationsPreserveOrderDuplicatesOwnedResultsAndCopiedInputs[macosArm64],rust-analyzer-conversation:001	async-success,collection-immutability-ordering,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversations|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversations.open|open(io.github.codex_agent_labs.codexagent.agent.ConversationId?;io.github.codex_agent_labs.codexagent.agent.AgentConversationSettings){}[0]|return=io.github.codex_agent_labs.codexagent.agent/CodexConversation!!|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings!!:default=true:vararg=false]	codex_agent::CodexConversations::open	rust.conversation:002	c-header:codex_agent_conversations_open,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],rust-analyzer-conversation:002	async-success,identity,nullability,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversations|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversations.read|read(io.github.codex_agent_labs.codexagent.agent.ConversationId){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversation!!|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId!!:default=false:vararg=false]	codex_agent::CodexConversations::read	rust.conversation:003	c-header:codex_agent_conversations_read,c-header:codex_agent_operation_conversation_value,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#catalogOperationsPreserveOrderDuplicatesOwnedResultsAndCopiedInputs[macosArm64],rust-analyzer-conversation:003	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversations|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversations.rename|rename(io.github.codex_agent_labs.codexagent.agent.ConversationId;kotlin.String){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false]	codex_agent::CodexConversations::rename	rust.conversation:004	c-header:codex_agent_conversations_rename,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#catalogOperationsPreserveOrderDuplicatesOwnedResultsAndCopiedInputs[macosArm64],rust-analyzer-conversation:004	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversations|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversations.active|{}active[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:io.github.codex_agent_labs.codexagent.agent/CodexConversation?>!!	codex_agent::CodexConversations::active	rust.conversation:005	c-header:codex_agent_active_conversation,c-header:codex_agent_conversations_active_get,c-header:codex_agent_conversations_active_subscribe,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],rust-analyzer-conversation:005	identity,nullability,parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.cancelTurn|cancelTurn(){}[0]|return=kotlin/Unit|suspend=true|parameters=[]	codex_agent::CodexConversation::cancel_turn	rust.conversation:006	c-header:codex_agent_conversation_cancel_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],rust-analyzer-conversation:006	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.close|close(){}[0]|return=kotlin/Unit|suspend=true|parameters=[]	codex_agent::CodexConversation::close	rust.conversation:007	c-header:codex_agent_conversation_close,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],rust-analyzer-conversation:007	async-success,parent-child-ownership,repeated-close-dispose,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.reload|reload(){}[0]|return=kotlin/Unit|suspend=true|parameters=[]	codex_agent::CodexConversation::reload	rust.conversation:008	c-header:codex_agent_conversation_reload,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#conversationOperationsCopyStructuredAndDefaultInputsAndCompleteShellAndReload[macosArm64],rust-analyzer-conversation:008	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.runShellCommand|runShellCommand(kotlin.String){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false]	codex_agent::CodexConversation::run_shell_command	rust.conversation:009	c-header:codex_agent_conversation_run_shell_command,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#conversationOperationsCopyStructuredAndDefaultInputsAndCompleteShellAndReload[macosArm64],rust-analyzer-conversation:009	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.send|send(io.github.codex_agent_labs.codexagent.agent.AgentTurnRequest){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentTurnRequest!!:default=false:vararg=false]	codex_agent::CodexConversation::send_request	rust.conversation:010	c-header:codex_agent_conversation_send_request,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendConversationOperationsTest#conversationOperationsCopyStructuredAndDefaultInputsAndCompleteShellAndReload[macosArm64],rust-analyzer-conversation:010	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.send|send(kotlin.String){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false]	codex_agent::CodexConversation::send	rust.conversation:011	c-header:codex_agent_conversation_send,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],rust-analyzer-conversation:011	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.activeTurnProgress|{}activeTurnProgress[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress?>!!	codex_agent::CodexConversation::active_turn_progress	rust.conversation:012	c-header:codex_agent_conversation_active_turn_progress_get,c-header:codex_agent_conversation_active_turn_progress_has_value,c-header:codex_agent_conversation_active_turn_progress_subscribe,c-header:codex_agent_conversation_active_turn_progress_value,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#activeTurnProgressGetterSubscriptionAndProjectorsPreserveNullableOwnedTransitions[macosArm64],rust-analyzer-conversation:012	nullability,parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.canCancelTurn|{}canCancelTurn[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:kotlin/Boolean!!>!!	codex_agent::CodexConversation::can_cancel_turn	rust.conversation:013	c-header:codex_agent_conversation_can_cancel_turn_get,c-header:codex_agent_conversation_can_cancel_turn_subscribe,c-header:codex_agent_state_boolean_value,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#canCancelTurnGetterAndSubscriptionProjectReadyActiveReadyClosed[macosArm64],rust-analyzer-conversation:013	parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.canReload|{}canReload[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:kotlin/Boolean!!>!!	codex_agent::CodexConversation::can_reload	rust.conversation:014	c-header:codex_agent_conversation_can_reload_get,c-header:codex_agent_conversation_can_reload_subscribe,c-header:codex_agent_state_boolean_value,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#canReloadGetterAndSubscriptionProjectReadyActiveReadyClosed[macosArm64],rust-analyzer-conversation:014	parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.canRunShellCommand|{}canRunShellCommand[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:kotlin/Boolean!!>!!	codex_agent::CodexConversation::can_run_shell_command	rust.conversation:015	c-header:codex_agent_conversation_can_run_shell_command_get,c-header:codex_agent_conversation_can_run_shell_command_subscribe,c-header:codex_agent_state_boolean_value,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#canRunShellCommandGetterAndSubscriptionProjectFeatureActiveAndDisabledStates[macosArm64],rust-analyzer-conversation:015	parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.canStartTurn|{}canStartTurn[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:kotlin/Boolean!!>!!	codex_agent::CodexConversation::can_start_turn	rust.conversation:016	c-header:codex_agent_conversation_can_start_turn_get,c-header:codex_agent_conversation_can_start_turn_subscribe,c-header:codex_agent_state_boolean_value,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#canStartTurnGetterAndSubscriptionProjectReadyActiveReadyClosed[macosArm64],rust-analyzer-conversation:016	parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.currentMessages|{}currentMessages[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentMessage!!>!!>!!	codex_agent::CodexConversation::current_messages	rust.conversation:017	c-header:codex_agent_conversation_current_messages_at,c-header:codex_agent_conversation_current_messages_count,c-header:codex_agent_conversation_current_messages_get,c-header:codex_agent_conversation_current_messages_subscribe,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#currentMessagesGetterSubscriptionAndProjectorsPreserveOrderedOwnedTransitions[macosArm64],rust-analyzer-conversation:017	collection-immutability-ordering,parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.isTurnActive|{}isTurnActive[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:kotlin/Boolean!!>!!	codex_agent::CodexConversation::is_turn_active	rust.conversation:018	c-header:codex_agent_conversation_is_turn_active_get,c-header:codex_agent_conversation_is_turn_active_subscribe,c-header:codex_agent_state_boolean_value,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationDerivedFlowsTest#isTurnActiveGetterAndSubscriptionProjectReadyActiveReadyClosed[macosArm64],rust-analyzer-conversation:018	parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexConversation|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexConversation.state|{}state[0]|propertyKind=VAL|type=kotlinx.coroutines.flow/StateFlow<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConversationState!!>!!	codex_agent::CodexConversation::state	rust.conversation:019	c-header:codex_agent_conversation_state_get,c-header:codex_agent_conversation_state_subscribe,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],rust-analyzer-conversation:019	parent-child-ownership,state-current-value,state-subsequent-value,subscription-cancellation,terminal-delivery,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexFailure|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/CodexFailure.<init>|<init>(kotlin.String;kotlin.String;kotlin.Boolean){}[0]|return=io.github.codex_agent_labs.codexagent.agent/CodexFailure|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false]	codex_agent::CodexFailure::new	rust.value:133	c-header:codex_agent_failure_create,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationValuesTest#createsAndValidatesFailures[macosArm64]	structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexFailure|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexFailure.code|{}code[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::CodexFailure::code	rust.value:134	c-header:codex_agent_failure_code_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsStructuredPrepareFailureAndQuiescesFailedHost[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64]	structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexFailure|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexFailure.isRecoverable|{}isRecoverable[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::CodexFailure::recoverable	rust.value:135	c-header:codex_agent_failure_is_recoverable,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsStructuredPrepareFailureAndQuiescesFailedHost[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsMissingHostStateVariantsAndPayloadsExactly[macosArm64]	structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexFailure|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexFailure.message|{}message[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::CodexFailure::message	rust.value:136	c-header:codex_agent_failure_message_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsStructuredPrepareFailureAndQuiescesFailedHost[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64]	structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHooks|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexHooks.install|install(kotlin.String;io.github.codex_agent_labs.codexagent.agent.AgentInstallationScope){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentHook!!|suspend=true|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentInstallationScope!!:default=false:vararg=false]	codex_agent::CodexHooks::install	rust.service:008	c-header:codex_agent_hooks_install,c-header:codex_agent_operation_hook,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendCatalogOperationsTest#hooksInstallReturnsFreshOwnedHook[macosArm64],rust-analyzer-service:008	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHooks|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexHooks.list|list(){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentHookCatalog!!|suspend=true|parameters=[]	codex_agent::CodexHooks::list	rust.service:009	c-header:codex_agent_hooks_list,c-header:codex_agent_operation_hook_catalog,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendCatalogOperationsTest#hooksListReturnsFreshCatalog[macosArm64],rust-analyzer-service:009	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHooks|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexHooks.trust|trust(io.github.codex_agent_labs.codexagent.agent.AgentHook){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentHook!!:default=false:vararg=false]	codex_agent::CodexHooks::trust	rust.service:010	c-header:codex_agent_hooks_trust,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendCatalogOperationsTest#hooksTrustIsUnitAndCopiesHook[macosArm64],rust-analyzer-service:010	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHooks|kind=function|abi=io.github.codex_agent_labs.codexagent.agent/CodexHooks.uninstall|uninstall(io.github.codex_agent_labs.codexagent.agent.AgentHook){}[0]|return=kotlin/Unit|suspend=true|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentHook!!:default=false:vararg=false]	codex_agent::CodexHooks::uninstall	rust.service:011	c-header:codex_agent_hooks_uninstall,c-header:codex_agent_operation_result,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCSuspendCatalogOperationsTest#hooksUninstallIsUnitAndConsumesCopiedInput[macosArm64],rust-analyzer-service:011	async-success,parent-child-ownership,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHooks|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexHooks.isAvailable|{}isAvailable[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::CodexHooks::is_available	rust.service:012	c-header:codex_agent_hooks_is_available,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCServiceHandlesTest#availabilityReflectsEveryRuntimeFeatureAndPreservesFailureSentinels[macosArm64],rust-analyzer-service:012	parent-child-ownership,repeated-close-dispose,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Closed|kind=object|abi=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Closed|null[0]	codex_agent::HostStateClosed::INSTANCE	rust.residual:158	c-header:CODEX_AGENT_HOST_STATE_CLOSED,c-header:codex_agent_host_state_kind,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.CodexWorkspace?;io.github.codex_agent_labs.codexagent.agent.CodexFailure){}[0]|return=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexWorkspace?:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure!!:default=false:vararg=false]	codex_agent::HostStateFailed::new	rust.residual:159	c-header:CODEX_AGENT_HOST_STATE_FAILED,c-header:codex_agent_host_state_failure,c-header:codex_agent_host_state_has_workspace,c-header:codex_agent_host_state_kind,c-header:codex_agent_host_state_workspace_display_name_copy,c-header:codex_agent_host_state_workspace_path_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsStructuredPrepareFailureAndQuiescesFailedHost[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsMissingHostStateVariantsAndPayloadsExactly[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure!!	codex_agent::HostStateFailed::failure	rust.residual:160	c-header:codex_agent_host_state_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsStructuredPrepareFailureAndQuiescesFailedHost[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsMissingHostStateVariantsAndPayloadsExactly[macosArm64]	structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/CodexHostState.Failed.workspace|{}workspace[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexWorkspace?	codex_agent::HostStateFailed::workspace	rust.residual:161	c-header:codex_agent_host_state_failed_workspace,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCRootValueAccessorsTest#hostSubtypePayloadsAreExactFreshAndFailClosed[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/CodexHostState.New|kind=object|abi=io.github.codex_agent_labs.codexagent.agent/CodexHostState.New|null[0]	codex_agent::HostStateNew::INSTANCE	rust.residual:162	c-header:CODEX_AGENT_HOST_STATE_NEW,c-header:codex_agent_host_state_kind,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64]	value-conversion
