capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress.<init>|<init>(kotlin.String?;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentPlanStep>){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress|suspend=false|parameters=[REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPlanStep!!>!!:default=true:vararg=false]	codex_agent.PlanProgress	python.value.PlanProgress.constructor	c-header:codex_agent_plan_progress_create,c-header:codex_agent_plan_progress_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCProgressListValuesTest#collectionInputsBoundsOutputsContextsTypesAndDestructionFailClosed[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCProgressListValuesTest#planProgressCopiesOrderedDuplicateStepsAndOwnsReturnedChildren[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress.explanation|{}explanation[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.PlanProgress.explanation	python.value.PlanProgress.explanation	c-header:codex_agent_plan_progress_explanation_copy,c-header:codex_agent_plan_progress_has_explanation,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCProgressListValuesTest#planProgressCopiesOrderedDuplicateStepsAndOwnsReturnedChildren[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanProgress.steps|{}steps[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPlanStep!!>!!	codex_agent.PlanProgress.steps	python.value.PlanProgress.steps	c-header:codex_agent_plan_progress_step_at,c-header:codex_agent_plan_progress_steps_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCProgressListValuesTest#planProgressCopiesOrderedDuplicateStepsAndOwnsReturnedChildren[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus.COMPLETED|null[0]	codex_agent.PlanStepStatus.COMPLETED	python.enum.PlanStepStatus.COMPLETED	c-header-enum:81	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus.IN_PROGRESS|null[0]	codex_agent.PlanStepStatus.IN_PROGRESS	python.enum.PlanStepStatus.IN_PROGRESS	c-header-enum:82	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus.PENDING|null[0]	codex_agent.PlanStepStatus.PENDING	python.enum.PlanStepStatus.PENDING	c-header-enum:83	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep.<init>|<init>(kotlin.String;io.github.codex_agent_labs.codexagent.agent.AgentPlanStepStatus){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus!!:default=false:vararg=false]	codex_agent.PlanStep	python.value.PlanStep.constructor	c-header:codex_agent_plan_step_create,c-header:codex_agent_plan_step_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConfigurationValuesTest#planStepProjectsEveryStatusAndCopiesText[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus!!	codex_agent.PlanStep.status	python.value.PlanStep.status	c-header:codex_agent_plan_step_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConfigurationValuesTest#planStepProjectsEveryStatusAndCopiesText[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep.text|{}text[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PlanStep.text	python.value.PlanStep.text	c-header:codex_agent_plan_step_text_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConfigurationValuesTest#planStepProjectsEveryStatusAndCopiesText[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy.ON_INSTALL|null[0]	codex_agent.PluginAuthPolicy.ON_INSTALL	python.enum.PluginAuthPolicy.ON_INSTALL	c-header-enum:84	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy.ON_USE|null[0]	codex_agent.PluginAuthPolicy.ON_USE	python.enum.PluginAuthPolicy.ON_USE	c-header-enum:85	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.<init>|<init>(kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentPluginSummary>;kotlin.collections.List<kotlin.String>;io.github.codex_agent_labs.codexagent.agent.AgentCatalogFreshness){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|suspend=false|parameters=[REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!>!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness!!:default=true:vararg=false]	codex_agent.PluginCatalog	python.value.PluginCatalog.constructor	c-header:codex_agent_plugin_catalog_create,c-header:codex_agent_plugin_catalog_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.errors|{}errors[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent.PluginCatalog.errors	python.value.PluginCatalog.errors	c-header:codex_agent_plugin_catalog_errors_copy_at,c-header:codex_agent_plugin_catalog_errors_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.freshness|{}freshness[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness!!	codex_agent.PluginCatalog.freshness	python.value.PluginCatalog.freshness	c-header:codex_agent_plugin_catalog_freshness,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.plugins|{}plugins[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!>!!	codex_agent.PluginCatalog.plugins	python.value.PluginCatalog.plugins	c-header:codex_agent_plugin_catalog_plugins_at,c-header:codex_agent_plugin_catalog_plugins_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentPluginSummary;kotlin.String;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentPluginSkill>;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentConnector>;kotlin.collections.List<kotlin.String>;kotlin.Int){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill!!>!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=false:vararg=false,REGULAR:kotlin/Int!!:default=false:vararg=false]	codex_agent.PluginDetail	python.value.PluginDetail.constructor	c-header:codex_agent_plugin_detail_create,c-header:codex_agent_plugin_detail_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.connectors|{}connectors[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!	codex_agent.PluginDetail.connectors	python.value.PluginDetail.connectors	c-header:codex_agent_plugin_detail_connectors_at,c-header:codex_agent_plugin_detail_connectors_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginDetail.description	python.value.PluginDetail.description	c-header:codex_agent_plugin_detail_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.hookCount|{}hookCount[0]|propertyKind=VAL|type=kotlin/Int!!	codex_agent.PluginDetail.hook_count	python.value.PluginDetail.hook_count	c-header:codex_agent_plugin_detail_hook_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.mcpServers|{}mcpServers[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent.PluginDetail.mcp_servers	python.value.PluginDetail.mcp_servers	c-header:codex_agent_plugin_detail_mcp_servers_copy_at,c-header:codex_agent_plugin_detail_mcp_servers_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.skills|{}skills[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill!!>!!	codex_agent.PluginDetail.skills	python.value.PluginDetail.skills	c-header:codex_agent_plugin_detail_skills_at,c-header:codex_agent_plugin_detail_skills_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.summary|{}summary[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!	codex_agent.PluginDetail.summary	python.value.PluginDetail.summary	c-header:codex_agent_plugin_detail_summary,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy.AVAILABLE|null[0]	codex_agent.PluginInstallPolicy.AVAILABLE	python.enum.PluginInstallPolicy.AVAILABLE	c-header-enum:86	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy.INSTALLED_BY_DEFAULT|null[0]	codex_agent.PluginInstallPolicy.INSTALLED_BY_DEFAULT	python.enum.PluginInstallPolicy.INSTALLED_BY_DEFAULT	c-header-enum:87	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy.NOT_AVAILABLE|null[0]	codex_agent.PluginInstallPolicy.NOT_AVAILABLE	python.enum.PluginInstallPolicy.NOT_AVAILABLE	c-header-enum:88	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentPluginAuthPolicy;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentConnector>;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!:default=false:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent.PluginInstallResult	python.value.PluginInstallResult.constructor	c-header:codex_agent_plugin_install_result_create,c-header:codex_agent_plugin_install_result_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.authPolicy|{}authPolicy[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!	codex_agent.PluginInstallResult.auth_policy	python.value.PluginInstallResult.auth_policy	c-header:codex_agent_plugin_install_result_auth_policy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.connectorsNeedingAuthentication|{}connectorsNeedingAuthentication[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!	codex_agent.PluginInstallResult.connectors_needing_authentication	python.value.PluginInstallResult.connectors_needing_authentication	c-header:codex_agent_plugin_install_result_connectors_at,c-header:codex_agent_plugin_install_result_connectors_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.message|{}message[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.PluginInstallResult.message	python.value.PluginInstallResult.message	c-header:codex_agent_plugin_install_result_has_message,c-header:codex_agent_plugin_install_result_message_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.<init>|<init>(kotlin.String;kotlin.String;kotlin.String;kotlin.String?;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent.PluginReference	python.value.PluginReference.constructor	c-header:codex_agent_plugin_reference_create,c-header:codex_agent_plugin_reference_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginReference.id	python.value.PluginReference.id	c-header:codex_agent_plugin_reference_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.marketplaceName|{}marketplaceName[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginReference.marketplace_name	python.value.PluginReference.marketplace_name	c-header:codex_agent_plugin_reference_marketplace_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.marketplacePath|{}marketplacePath[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.PluginReference.marketplace_path	python.value.PluginReference.marketplace_path	c-header:codex_agent_plugin_reference_has_marketplace_path,c-header:codex_agent_plugin_reference_marketplace_path_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginReference.name	python.value.PluginReference.name	c-header:codex_agent_plugin_reference_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.remotePluginId|{}remotePluginId[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.PluginReference.remote_plugin_id	python.value.PluginReference.remote_plugin_id	c-header:codex_agent_plugin_reference_has_remote_plugin_id,c-header:codex_agent_plugin_reference_remote_plugin_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.uri|{}uri[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginReference.uri	python.value.PluginReference.uri	c-header:codex_agent_plugin_reference_uri_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.<init>|<init>(kotlin.String;kotlin.String;kotlin.Boolean;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent.PluginSkill	python.value.PluginSkill.constructor	c-header:codex_agent_plugin_skill_create,c-header:codex_agent_plugin_skill_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginSkill.description	python.value.PluginSkill.description	c-header:codex_agent_plugin_skill_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent.PluginSkill.is_enabled	python.value.PluginSkill.is_enabled	c-header:codex_agent_plugin_skill_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.PluginSkill.name	python.value.PluginSkill.name	c-header:codex_agent_plugin_skill_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.path|{}path[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.PluginSkill.path	python.value.PluginSkill.path	c-header:codex_agent_plugin_skill_has_path,c-header:codex_agent_plugin_skill_path_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentPluginReference;kotlin.String;kotlin.String;kotlin.Boolean;kotlin.Boolean;io.github.codex_agent_labs.codexagent.agent.AgentPluginInstallPolicy;io.github.codex_agent_labs.codexagent.agent.AgentPluginAuthPolicy;kotlin.Boolean;kotlin.collections.List<kotlin.String>;kotlin.String?;kotlin.String?;kotlin.String?;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginReference!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy!!:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent.PluginSummary	python.value.PluginSummary.constructor	c-header:codex_agent_plugin_summary_create,c-header:codex_agent_plugin_summary_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
